name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
Dustin Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,37,841,75,3333,,,,,,,,,,,,,,,,,,,

Britton Colquitt,00-0026516,no,DEN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,22,830,84,3663,,,,,,,,,,,,,,,,,,,

Marques Colston,00-0024466,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,67,45,4,1,0,520,,,,,,,

Aaron Colvin,00-0031259,no,JAC,CB,13,1,0,4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Tom Compton,00-0029144,yes,WAS,T,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Will Compton,00-0029869,no,WAS,ILB,40,0,1,1,51,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jon Condo,00-0023177,no,OAK,LS,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Conley,00-0032128,no,KC,WR,,,,,,,,,,,,,,,,,,,,14,14,0,1,0,,,,,,,,,,,,,,,,,,138,6,17,1,0,0,199,,,,,,,

Kavell Conner,00-0027831,no,SD,OLB,2,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Conte,00-0028031,no,TB,SS,20,2,2,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jared Cook,00-0027061,no,STL,TE,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,39,0,1,1,481,,,,,,,

Brandin Cooks,00-0031236,no,NO,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,2,0,513,290,84,9,0,0,1140,8,13,0,0,0,0,18

Travis Coons,00-0031112,no,CLE,K,,,,,,,,,,,28,28,495,84,24,0,22,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Riley Cooper,00-0027758,no,PHI,WR,,,,,,,,,,,,,,,,,,,,28,28,0,3,0,,,,,,,,,,,,,,,,,,203,94,21,2,0,0,327,,,,,,,

Marcus Cooper,00-0030127,no,KC,CB,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Amari Cooper,00-0031544,no,OAK,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29,46,0,8,0,433,187,72,6,0,0,1070,3,-3,0,0,0,0,-3

Xavier Cooper,00-0032061,no,CLE,DT,8,0,0,1.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brandon Copeland,00-0030010,yes,DET,LB,2,0,0,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Quinton Coples,00-0029559,no,NYJ,OLB,4,0,0,0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jerricho Cotchery,00-0022811,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,53,39,3,0,0,485,1,16,0,0,0,0,16

Jerome Couplin,00-0030722,no,PHI,DB,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kirk Cousins,00-0029604,no,WAS,QB,,,,,,3,4,8,4,-8,,,,,,,,,,,,,,,543,379,11,29,3,2,4166,,,,,,,,,,,,,,,,,,26,44,26,5,0,0,48

Christian Covington,00-0031619,no,HOU,DT,2,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Perrish Cox,00-0027737,no,TEN,CB,4,0,1,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,0,3,0,,,,,,,,,,,,,,

Fletcher Cox,00-0029653,no,PHI,DE,21,3,0,9.5,50,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brock Coyle,00-0030770,no,SEA,MLB,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Michael Crabtree,00-0026986,no,OAK,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,194,85,9,0,0,922,,,,,,,

Jack Crawford,00-0029627,no,DAL,DE,7,0,0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Tyrone Crawford,00-0029641,no,DAL,DT,12,0,0,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Scott Crichton,00-0031283,no,MIN,DE,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jared Crick,00-0029417,no,HOU,DE,20,1,0,2,29,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

John Crockett,00-0031826,no,GB,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,0,0,0,0,21

Antonio Cromartie,00-0024234,no,NYJ,CB,4,0,0,0,27,,,,,,,,,,,,,,,145,195,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marcus Cromartie,00-0030317,no,SF,CB,2,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mason Crosby,00-0025580,no,GB,K,,,,,,,,,,,27,24,507,72,36,0,36,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jamison Crowder,00-0031941,no,WAS,WR,,,,,,1,1,4,1,0,,,,,,,,,,13,13,0,1,0,1,0,0,0,0,0,0,,,,,,83,118,0,30,0,263,14,59,2,2,2,604,2,2,0,0,0,0,2

Isaiah Crowell,00-0030656,no,CLE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,22,19,1,0,0,182,185,265,24,4,0,0,706

Jermelle Cudjo,00-0027248,no,DET,DT,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Culliver,00-0028018,no,WAS,CB,3,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jeff Cumberland,00-0027321,no,NYJ,TE,,,,,,,,,,,,,,,,,,,,50,50,0,4,0,,,,,,,,,,,,,,,,,,72,0,5,0,0,0,77,,,,,,,

Benny Cunningham,00-0029795,no,STL,RB,,,,,,0,0,1,0,0,,,,,,,,,,310,386,0,25,0,,,,,,,,,,,,,,,,,,156,0,26,0,0,0,250,37,93,0,0,0,0,140

Jerome Cunningham,00-0031462,no,NYG,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,8,0,0,0,59,,,,,,,

Vinny Curry,00-0029412,no,PHI,DE,4,0,0,4.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brian Cushing,00-0026991,no,HOU,ILB,47,1,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jay Cutler,00-0024226,no,CHI,QB,,,,,,5,2,8,2,-8,,,,,,,,,,,,,,,483,311,11,21,3,1,3659,,,,,,,,,,,,,,,,,,38,138,4,1,0,0,201

Johnathan Cyprien,00-0030538,no,JAC,SS,31,1,1,0,78,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Craig Dahl,00-0024796,no,NYG,DB,10,0,0,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andy Dalton,00-0027973,no,CIN,QB,,,,,,2,3,5,3,-34,,,,,,,,,,,,,,,386,255,7,25,0,0,3250,,,,,,,,,,,,,,,,,,58,73,15,3,0,0,141

Chase Daniel,00-0026544,no,KC,QB,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,4,,,,,,,,,,,,,,,,,,2,-1,0,0,0,0,-2

Owen Daniels,00-0024313,no,DEN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,13,46,3,0,0,517,,,,,,,

Matt Daniels,00-0028871,no,SD,DB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Daniels,00-0029284,no,GB,DE,22,1,1,4.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

B.J. Daniels,00-0030120,no,SEA,QB,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,7,,,,,,11,18,0,5,0,18,0,2,0,0,0,18,6,6,0,0,0,0,6

Karlos Dansby,00-0022927,no,CLE,ILB,48,3,3,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ronald Darby,00-0032195,no,BUF,CB,7,0,2,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marcell Dareus,00-0027941,no,BUF,DT,13,0,0,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Orleans Darkwa,00-0030860,no,NYG,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,3,0,0,0,31,37,71,15,1,0,0,153

Matt Darr,00-0031716,no,MIA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,30,911,92,4360,,,,,,,,,,,,,,,,,,,

Lavonte David,00-0029562,no,TB,OLB,60,2,3,3,84,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Thomas Davis,00-0023448,no,CAR,OLB,30,4,4,5.5,76,0,0,0,1,0,,,,,,,,,,3,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Vernon Davis,00-0024221,no,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,38,0,0,0,395,,,,,,,

Kellen Davis,00-0026298,no,NYJ,TE,,,,,,0,0,0,1,0,,,,,,,,,,24,24,0,3,0,,,,,,,,,,,,,,,,,,18,1,3,1,0,0,18,,,,,,,

Vontae Davis,00-0027001,no,IND,CB,10,0,4,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Austin Davis,00-0028957,yes,CLE,QB,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,94,56,3,1,0,0,547,,,,,,,,,,,,,,,,,,7,32,0,0,0,0,33

Ryan Davis,00-0029053,no,JAC,DE,2,1,0,3.5,5,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Demario Davis,00-0029607,no,NYJ,ILB,32,0,0,2,57,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cody Davis,00-0029764,no,STL,DB,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,1,0,20,0,1,0,0,0,20,,,,,,,

Knile Davis,00-0030280,no,KC,RB,,,,,,,,,,,,,,,,,,,,315,368,0,24,0,,,,,,,,,,,,,,,,,,24,0,2,0,0,0,24,28,50,8,1,0,0,72

Carl Davis,00-0030519,no,BAL,SS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Vernon Davis,00-0030917,yes,SF,CB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Todd Davis,00-0031427,no,DEN,MLB,3,0,0,0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Carl Davis,00-0031938,no,BAL,DE,7,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Geremy Davis,00-0031953,yes,NYG,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,2,0,0,0,21,,,,,,,

Mike Davis,00-0032063,no,SF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,7,0,0,0,38,35,27,0,0,0,0,58

Tyeler Davison,00-0031947,no,NO,DT,8,0,0,1.5,10,,,,,,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Phil Dawson,00-0004091,no,SF,K,,,,,,,,,,,25,24,541,72,20,1,20,0,20,,,,,,,,,,,,,47,0,48,1,48,,,,,,,,,,,,,,,,,,,

P.J. Dawson,00-0032167,no,CIN,OLB,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eric Decker,00-0027690,no,NYJ,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,0,1,0,349,123,80,12,0,0,1027,,,,,,,

Ryan Delaire,00-0031843,no,CAR,DE,1,0,0,2.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Quintin Demps,00-0026257,no,HOU,SS,27,1,1,0.5,36,0,0,0,2,33,,,,,,,,,,23,23,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Darqueze Dennard,00-0031380,no,CIN,CB,4,0,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Akeem Dent,00-0028029,no,HOU,ILB,3,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Pierre Desir,00-0031331,no,CLE,CB,7,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Devito,00-0025689,no,KC,DE,6,0,0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Quinton Dial,00-0030088,no,SF,DE,28,0,0,2.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ed Dickson,00-0027675,no,CAR,TE,,,,,,0,1,0,1,57,,,,,,,,,,1,1,0,2,0,,,,,,,,,,,,,,,,,,88,5,17,2,0,0,121,,,,,,,

Stefon Diggs,00-0031588,no,MIN,WR,,,,,,0,2,2,2,0,,,,,,,,,,22,22,0,1,0,,,,,,,,,,,,,,,,,,304,109,52,4,0,0,720,3,13,0,0,0,0,13

Quandre Diggs,00-0031608,no,DET,CB,7,1,0,0,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Patrick DiMarco,00-0028581,no,ATL,FB,0,0,0,0,1,,,,,,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,,,,,,84,15,13,2,0,0,110,1,0,0,0,0,0,0

Anthony Dixon,00-0027772,no,BUF,RB,,,,,,0,0,0,1,0,,,,,,,,,,59,59,0,4,0,,,,,,,,,,,,,,,,,,27,0,6,0,0,0,44,21,32,1,1,0,0,44

Brian Dixon,00-0030802,no,NO,DB,2,1,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Demarcus Dobbs,00-0028479,no,SEA,DE,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Aaron Dobson,00-0030540,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,13,0,0,0,141,,,,,,,

Aaron Donald,00-0031388,no,STL,DT,27,0,0,11.0,44,0,0,0,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Larry Donnell,00-0028838,no,NYG,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,22,29,2,0,0,223,,,,,,,

Phillip Dorsett,00-0032208,no,IND,WR,,,,,,1,1,2,1,0,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,0,1,0,2,0,163,35,18,1,0,0,225,3,17,0,0,0,0,17

Glenn Dorsey,00-0026145,no,SF,DE,2,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Harry Douglas,00-0026224,no,TEN,WR,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,37,59,0,11,0,248,17,36,2,0,0,411,1,-6,0,0,0,0,-6

Jamil Douglas,00-0031575,no,MIA,OG,,,,,,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Leger Douzable,00-0025942,no,NYJ,DE,4,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jack Doyle,00-0030181,no,IND,TE,,,,,,,,,,,,,,,,,,,,22,22,0,2,0,,,,,,,,,,,,,,,,,,52,3,12,1,0,0,72,,,,,,,

Shaun Draughn,00-0028202,no,CLE,RB,,,,,,0,1,1,1,0,,,,,,,,,,91,96,0,5,0,,,,,,,,,,,,,,,,,,81,0,27,0,0,0,176,78,104,1,1,0,0,273

Jim Dray,00-0027825,no,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,6,0,0,0,61,,,,,,,

Kurtis Drummond,00-0031919,no,HOU,FS,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Greg Ducre,00-0031116,no,SD,DB,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Elvis Dumervil,00-0024341,no,BAL,OLB,19,1,0,7.0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jo-Lonn Dunbar,00-0025838,no,NO,,6,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Lance Dunbar,00-0029004,no,DAL,RB,,,,,,,,,,,,,,,,,,,,99,108,0,6,0,,,,,,,,,,,,,4,4,0,1,0,85,0,21,0,0,0,215,5,58,0,0,0,0,67

Quinton Dunbar,00-0032007,no,WAS,CB,1,0,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Carlos Dunlap,00-0027662,no,CIN,DE,18,2,0,13.5,37,0,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brandon Dunn,00-0031127,no,CHI,DT,4,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bud Dupree,00-0032146,no,PIT,LB,9,0,0,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Durant,00-0025435,no,ATL,OLB,26,0,0,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Donteea Dye,00-0032008,no,TB,WR,,,,,,0,0,1,0,0,,,,,,,,,,37,37,0,2,0,,,,,,,,,,,,,,,,,,115,7,11,1,0,0,132,,,,,,,

Nick Dzubnar,00-0032081,yes,SD,LB,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kony Ealy,00-0031336,no,CAR,DE,17,3,0,5,15,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marcus Easley,00-0027708,no,BUF,WR,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,1,1,0,0,58,,,,,,,

Dominique Easley,00-0031425,no,NE,DT,7,0,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eric Ebron,00-0031387,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,41,47,5,0,0,537,,,,,,,

Kasim Edebali,00-0031255,no,NO,OLB,2,0,0,5,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Julian Edelman,00-0027150,no,NE,WR,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,37,50,0,10,0,228,117,61,7,0,0,692,3,23,0,0,0,0,23

Dwan Edwards,00-0022750,no,CAR,DT,6,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ben Edwards,00-0032001,no,NYG,WR,,,,,,,,,,,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,,,,,,9,0,1,0,0,0,9,,,,,,,

Mario Edwards,00-0032265,no,OAK,DE,8,1,0,2.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Tyler Eifert,00-0030549,no,CIN,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,113,52,13,0,0,615,,,,,,,

Dannell Ellerbe,00-0026857,no,NO,OLB,5,1,0,0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andrew Ellington,00-0030287,no,ARI,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,15,0,0,0,148,45,179,112,3,0,0,289

Bruce Ellington,00-0031326,no,SF,WR,,,,,,1,0,2,0,0,,,,,,,,,,306,351,0,26,0,,,,,,,,,,,,,74,104,0,19,0,121,0,13,0,0,0,153,1,7,0,0,0,0,7

Jayrone Elliott,00-0030752,no,GB,LB,2,0,1,3,14,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kenrick Ellis,00-0028032,no,MIN,DT,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Ellis,00-0031346,no,OAK,DT,3,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Rhett Ellison,00-0029587,no,MIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11,11,1,0,0,124,,,,,,,

Kyle Emanuel,00-0032110,no,SD,OLB,7,0,1,1,10,,,,,,,,,,,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

IK Enemkpali,00-0031024,no,BUF,LB,4,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Quincy Enunwa,00-0031023,no,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,22,0,0,0,315,,,,,,,

Zach Ertz,00-0030061,no,PHI,TE,,,,,,2,0,2,0,0,,,,,,,,,,9,9,0,2,0,,,,,,,,,,,,,,,,,,326,27,75,2,0,0,853,,,,,,,

Cameron Erving,00-0032145,no,CLE,OT,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Gavin Escobar,00-0030544,no,DAL,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,8,1,0,0,64,,,,,,,

Josh Evans,00-0030557,no,JAC,FS,16,1,0,0,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Evans,00-0031408,no,TB,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,50,74,3,0,0,1208,,,,,,,

Antoine Everett,00-0031844,no,WAS,CB,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Antone Exum,00-0031267,no,MIN,CB,0,1,0,0,10,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Nick Fairley,00-0027951,no,STL,DT,11,0,0,0.5,17,0,0,0,1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Anthony Fasano,00-0024268,no,TEN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,24,26,2,1,0,289,,,,,,,

T.J. Fatinikun,00-0031467,yes,TB,DE,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Terrence Fede,00-0031317,no,MIA,DE,6,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jon Feliciano,00-0032151,no,OAK,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Daniel Fells,00-0023752,no,NYG,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,6,0,0,0,60,,,,,,,

Darren Fells,00-0029738,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,49,21,3,0,0,311,,,,,,,

Jerome Felton,00-0026286,no,BUF,FB,,,,,,,,,,,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,,,,12,0,1,0,0,0,12,1,2,0,0,0,0,2

Ego Ferguson,00-0031043,no,CHI,DE,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

